subject,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,original_mri_voxel_x,original_mri_voxel_z,original_mri_voxel_y,original_mri_world_x,original_mri_world_y,original_mri_world_z,template,gm_mask,gm_mask_file,remapped,original_mni_sym09c_x,original_mni_sym09c_y,original_mni_sym09c_z,alleninf_mni_sym09c_x,alleninf_mni_sym09c_y,alleninf_mni_sym09c_z,cic_mni_sym09c_x,cic_mni_sym09c_y,cic_mni_sym09c_z,gm_remapping_distance_original,gm_remapping_distance_alleninf,gm_remapping_distance_cic
H0351.1012,4244,8,126435772,CX,PHG-l,"parahippocampal gyrus, left, lateral bank of gyrus",1407840,104,135,98,-13,10,-45,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-13,-7,-26,-14,-6,-26,-15.9528497342644,-6.44559891979545,-27.0418338796005,0.9864983749572434,1.1072583726980105,0
H0351.1012,4738,61,126435776,CB,He-VI,"VI, left, lateral hemisphere",113222846,121,129,148,-30,-40,-39,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-32,-58,-21,-31.4024019114171,-63.012482711011,-22.6777119250016,-28.0879676951096,-58.4584152363064,-22.1775752203864,0.8810778810788453,0,0
H0351.1012,4280,6,126432214,CX,HCd,"head of caudate nucleus, left",1403564,101,100,77,-10,31,-10,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-12.590438277764,14.5482422385923,8.66341552897486,-10.2578875502876,14.1393316022487,13.1406877276829,-10.7716270697124,13.6776774369059,7.51652037734368,0,0,0
H0351.1012,4048,4,126431655,CX,GRe,"gyrus rectus, left",1395897,96,137,58,-5,50,-47,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5.67086810794262,34.3878718521518,-29.3592535249575,-6.58731320567103,33.3425220560946,-25.2337432203339,-8.37795333925849,32.1393198093459,-24.9001747900299,0,0,0
H0351.1012,4273,8,126432588,CX,SIG,"short insular gyri, left",1407828,131,100,97,-40,11,-10,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-40.5713939854544,-5.23206863823505,9.75937937433898,-41.6257749605341,-8.76038849990104,14.8446722426343,-37.1374437814199,-6.40636116745864,11.6743594887391,0,0,0
H0351.1012,4187,15,126435758,CX,Cun-str,"cuneus, left, striate",112731694,94,99,171,-3,-63,-9,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-4.89974822892196,-81.7652148425865,10.900721591957,-3.31872538906536,-79.021733493519,8.56797484880864,-3.01288181287716,-76.5493109194976,12.5859867035841,0,0,0
H0351.1012,4735,62,126435794,CB,He-IV,"IV, left, lateral hemisphere",113255857,107,126,125,-16,-17,-36,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-18,-34,-17,-17,-35,-20,-15.8043900120963,-34.5863749442618,-20.8948667652931,1.5310166349461993,0.9493513918360772,0
H0351.1012,4738,62,126435716,CB,He-VI,"VI, left, lateral hemisphere",113258156,107,136,170,-16,-62,-46,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-16.7108210202281,-80.8693192987795,-25.9912780083175,-16.4274444030644,-81.2435512188951,-26.4049815745347,-15.9905017692309,-77.7194634966959,-21.4118841615372,0,0,0
H0351.1012,4720,63,126435766,CB,PV-V,"V, left, paravermis",113525753,96,112,155,-5,-47,-22,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5,-67,-3,-4,-66,-6,-5,-62,-5,1.4720881832645343,1.23734974736288,0.9459079602414319
H0351.1012,4739,62,126435842,CB,He-Crus I,"Crus I, left, lateral hemisphere",113258197,107,139,178,-16,-70,-49,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-16,-88,-30,-16.4768425610076,-87.6761558022569,-27.4647761219167,-16.472707496974,-85.4965190983234,-22.3232665996081,1.1136108960968674,0,0
H0351.1012,9698,93,146021998,BS,8Ve,"vestibular nuclei, left",120857712,97,159,134,-6,-26,-69,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.32466799285206,-44.281939570017,-50.4973510441936,-5.45860536144231,-44.3034334644369,-50.2154658198819,-7.62875165495189,-44.9392978260259,-53.616033489138204,0,0,0
H0351.1012,9529,93,146021902,BS,8Co,"cochlear nuclei, left",119889616,102,160,127,-11,-19,-70,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-9,-36,-52,-9,-36,-52,-14,-41,-54,2.893170159463548,2.1866439806266182,3.227548709121318
H0351.1012,9677,93,146507639,BS,Sp5,"spinal trigeminal nucleus, left",120830481,97,171,140,-6,-32,-81,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5,-49,-65,-7,-50,-64,-7,-52,-65,1.7759581395347857,1.3018120728694078,0.8170626539599108
H0351.1012,9543,93,146507607,BS,Cu,"cuneate nucleus, left",113942461,94,172,136,-3,-28,-82,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-4.22772361107282,-46.5806802559967,-64.8983922038141,-3.03357227973591,-46.2567135760955,-64.1370696871286,-3,-46,-68,0,0,1.1411059242248802
H0351.1012,9525,93,146507591,BS,CGS,central glial substance,114102598,90,172,136,1,-28,-82,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,0,-48,-64,0.77082844401091,-46.3089270773406,-63.7077377246015,3,-46,-68,1.4652057862939414,0,1.4731820235538788
H0351.1012,9677,93,146507575,BS,Sp5,"spinal trigeminal nucleus, left",114477404,96,170,132,-5,-24,-80,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.63636531508189,-41.8182797691887,-62.8640172733765,-6.15531119233175,-41.383322563183,-62.220406128955,-4.89494715033576,-42.7876736769488,-65.3616216910044,0,0,0
H0351.1012,9561,93,146507717,BS,IO,"inferior olivary complex, left",120824708,93,169,124,-2,-16,-79,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2,-34,-61,-2,-34,-60,-2,-35,-63,1.0514412214843842,1.4864287011475792,0.8981713851401738
H0351.1012,9677,93,146507605,BS,Sp5,"spinal trigeminal nucleus, left",120823192,98,166,130,-7,-22,-76,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-8.48705136806472,-39.118362737319,-57.8952649061976,-8.04844902902758,-38.8709459615648,-57.3080660187055,-7.35900935464745,-40.4588059210657,-60.8368305035252,0,0,0
H0351.1012,9614,93,146507573,BS,LMRt,"lateral medullary reticular group, left",113855751,98,166,126,-7,-18,-76,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-8,-36,-58,-7.47681922076742,-34.5886773438238,-57.072434031537,-7,-37,-60,1.3005745646432714,0,1.0583860387645732
H0351.1012,9589,93,146507557,BS,CMRt,"central medullary reticular group, left",120823191,95,166,127,-4,-19,-76,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5.46489510602551,-35.7672524061389,-57.6388958496903,-4.83783651826933,-35.7755909917378,-56.8609850682833,-4.24199109827299,-37.3540994125419,-60.5267001432864,0,0,0
H0351.1012,9561,93,146507541,BS,IO,"inferior olivary complex, left",113855742,94,166,125,-3,-17,-76,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3.71213548069936,-33.4968868994862,-57.6869964399128,-2.84469364895125,-33.3085665466456,-56.9454182389231,-3.02538686226191,-35.2721919020239,-60.3056179428526,0,0,0
H0351.1012,9543,93,146507699,BS,Cu,"cuneate nucleus, left",113900390,96,166,132,-5,-24,-76,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.94056736126478,-41.2490108185341,-58.2312097225651,-6.22918872401089,-41.0567690302177,-57.4382420870527,-5.42726496223752,-42.8948377467111,-60.9762413459908,0,0,0
H0351.1012,9525,93,146507621,BS,CGS,central glial substance,114089994,92,166,130,-1,-22,-76,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1.75006402144353,-38.598613438864,-57.6635947747979,-0.806716414831727,-38.2532082288709,-56.9911940294099,-0.923160127666716,-40.7924874810765,-60.8410260302364,0,0,0
H0351.1012,9677,93,146507635,BS,Sp5,"spinal trigeminal nucleus, left",120147764,96,162,134,-5,-26,-72,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5.51603429336891,-44.3308975006171,-53.5724167263394,-4.64776118281621,-44.3490720166,-52.9029201274282,-6.28653484975812,-45.1205235394397,-56.7623230451767,0,0,0
H0351.1012,9642,93,146507619,BS,RaM,raphe nuclei of medulla,120910758,91,162,134,0,-26,-72,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-0.470550015484396,-44.4351890421963,-53.4884096193977,0.170007235297862,-44.0856396237142,-52.966757124725,-0.643814062463511,-45.1289019489505,-56.7095227400529,0,0,0
H0351.1012,9614,93,146507603,BS,LMRt,"lateral medullary reticular group, left",113855843,97,162,131,-6,-23,-72,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.66468193845142,-39.9411669582957,-53.7125241545565,-6.90298919044418,-40.0083047030195,-53.119425175427,-6.84440827270573,-41.754462166746,-56.7510322429453,0,0,0
H0351.1012,9598,93,146507587,BS,GiRt,"gigantocellular group, left",120822945,92,162,134,-1,-26,-72,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1,-45,-54,-0.80636296103994,-44.1690761269143,-52.9802343106538,-1.85092279021302,-45.0530197414781,-56.7611555828403,0.7978393423583893,0,0
H0351.1012,9589,93,146507667,BS,CMRt,"central medullary reticular group, left",120138927,94,162,134,-3,-26,-72,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3.36961146320072,-44.8165357683406,-53.3439550202264,-2.79931561211413,-44.58890554338,-52.8783091772336,-4.1337560946085,-44.9931054585582,-56.7904518046138,0,0,0
H0351.1012,9561,93,146507571,BS,IO,"inferior olivary complex, left",113450698,94,163,127,-3,-19,-73,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-4.52718868054599,-35.8584528103763,-54.1015232476715,-3.67071866492324,-35.6343809153769,-53.4785182703062,-3.42242252698127,-37.2624078034849,-57.5176947750797,0,0,0
H0351.1012,9555,93,146507651,BS,Gr,"gracile nucleus, left",120870953,92,161,139,-1,-31,-71,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3,-47,-54,-2,-50,-52,-2,-52,-56,2.4756229709067226,2.745257857240362,2.4848473860115092
H0351.1012,9543,93,146507555,BS,Cu,"cuneate nucleus, left",113908327,95,161,137,-4,-29,-71,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3.60089341953161,-46.9715711367837,-53.0777587097458,-3,-47,-54,-5.15852133251495,-47.7972266974991,-55.6172986627474,0,1.337791082049997,0
H0351.1012,9520,93,146507539,BS,Arc,"arcuate nucleus of medulla, left",113902748,95,164,122,-4,-14,-74,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-4,-32,-56,-3.67263181621191,-30.6006586706302,-54.9868656702118,-4,-33,-58,1.3707669793394401,0,1.0119713068614358
H0351.1012,9492,92,146022014,BS,Pn,"pontine nuclei, left",113855575,98,142,114,-7,-6,-52,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.98201659753307,-23.7232462809797,-34.0130138134961,-7.48968044686436,-24.1383666589756,-34.9615392335878,-7.66229786005997,-23.0574445802153,-35.7015780019694,0,0,0
H0351.1012,9178,92,146022030,BS,SOC,"superior olivary complex, left",116841438,100,141,126,-9,-18,-51,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-9.22173767740404,-36.5980568419821,-32.2379693445286,-8.63667350119227,-37.4681539499175,-33.0884199254551,-9.36762694498073,-35.4624206022413,-35.6983444418425,0,0,0
H0351.1012,9161,92,146021996,BS,PRF,"pontine reticular formation, left",114559906,93,141,129,-2,-21,-51,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2.26134857763186,-38.9958529749178,-32.6617232462613,-2,-40,-34,-2.23880508918069,-37.8189750860902,-34.7184286392982,0,0.9190901006035149,0
H0351.1012,4308,7,127687508,CX,nbM,"basal nucleus of meynert, left",114356722,108,121,87,-17,21,-31,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-17.9346367841789,5.10538369667766,-11.8476196102537,-24.8001232145611,1.32425554457447,-6.69151009745357,-18.692964552412,6.02448125454281,-13.2347728340547,0,0,0
H0351.1012,9698,92,146022010,BS,8Ve,"vestibular nuclei, left",116911428,99,147,127,-8,-19,-57,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.86228910931846,-37.7112950423312,-38.8150899796851,-7.49547438523337,-38.178519009339,-39.3271816221545,-8.90738242252128,-36.8078649860538,-42.7019525920997,0,0,0
H0351.1012,9158,92,146021992,BS,RPn,"pontine raphe nucleus, left",116028074,92,147,126,-1,-18,-57,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1.04818437086373,-36.716069907434,-39.9828663790656,-0.566234600982199,-37.0144915768794,-40.3416965205447,-1.2598163861017,-35.4311753174687,-41.4226120652596,0,0,0
H0351.1012,9642,92,146021948,BS,RaM,raphe nuclei of medulla,119923211,91,156,126,0,-18,-66,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,0,-34,-48,0,-34,-48,0.00794416227148658,-35.8068193597297,-50.3283343420197,0.7202633209112763,0.7163442141440529,0
H0351.1012,9520,92,146021900,BS,Arc,"arcuate nucleus of medulla, left",120028854,92,157,122,-1,-14,-67,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1,-31,-50,-1,-31,-50,-1,-32,-52,0.8513308520015443,1.0601044222322162,1.0736963135964472
H0351.1012,9492,92,146022076,BS,Pn,"pontine nuclei, left",113450775,93,159,118,-2,-10,-69,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2,-28,-49,-2,-28,-49,-3,-30,-52,2.2907519898271236,1.9070809452182318,3.390643964845533
H0351.1012,9677,92,146021978,BS,Sp5,"spinal trigeminal nucleus, left",114709366,97,150,131,-6,-23,-60,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.16484693194825,-40.5501461509018,-42.0256998477581,-5.78184780467496,-40.8817426242216,-42.2170998020581,-7.12992621504863,-40.8420368979265,-44.858999012748,0,0,0
H0351.1012,9561,92,146022060,BS,IO,"inferior olivary complex, left",112739136,93,151,127,-2,-19,-61,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1.94643184780938,-37.0053364407525,-43.3676520310845,-1.35414529456028,-37.1276527641541,-43.3696931665478,-2.4806359528413,-36.6817745858563,-45.6136041208869,0,0,0
H0351.1012,9520,92,146022044,BS,Arc,"arcuate nucleus of medulla, left",116908654,93,152,122,-2,-14,-62,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1.9352246699366,-32.2923350291804,-45.3780781146966,-1.40528178333133,-32.3596072375749,-45.4114286936493,-2,-32,-48,0,0,1.141492916335972
H0351.1012,9143,92,146021898,BS,7,"facial motor nucleus, left",113855649,97,150,130,-6,-22,-60,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.24008109712076,-39.7220858905995,-42.1722099303356,-5.88198857529917,-39.998978516823,-42.3504675972219,-7.12761167871436,-39.7943653927546,-45.023860786432,0,0,0
H0351.1012,9143,92,146022012,BS,7,"facial motor nucleus, left",120403074,96,150,130,-5,-22,-60,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5.51472103774815,-39.7664630889817,-42.2136027571711,-5.09596335392749,-40.0568221231084,-42.3356493946431,-6.02263026682715,-39.7632148934189,-44.8044123144648,0,0,0
H0351.1012,9492,91,139428011,BS,Pn,"pontine nuclei, left",113849780,100,140,118,-9,-10,-50,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-9.7453289795526,-27.7363386689308,-31.9337370241766,-9.16931445386035,-28.3771091377509,-33.369783868473,-9.33366254590528,-27.3227679638744,-34.1764786727387,0,0,0
H0351.1012,9492,91,139428045,BS,Pn,"pontine nuclei, left",114128525,98,132,114,-7,-6,-42,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.69963085512369,-23.2186119530953,-22.8493805087184,-6.82835803271011,-23.8462879614776,-25.843346910693,-7.51783768822697,-22.5930010476841,-26.4510312269454,0,0,0
H0351.1012,9161,91,139428061,BS,PRF,"pontine reticular formation, left",114128421,93,131,126,-2,-18,-41,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2.24360125657307,-35.6008601125627,-21.8223417571307,-1.56587603294745,-37.0370588523234,-23.3751664104572,-1.95332149385379,-35.1665692887288,-25.0333417500727,0,0,0
H0351.1012,9146,91,139428077,BS,LPB,"lateral parabrachial nucleus, left",113762042,100,130,128,-9,-20,-40,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-10,-37,-22,-9,-39,-22,-9.10612965881466,-37.4330241119344,-24.9197753346069,1.320369668248867,0.9258151632658661,0
H0351.1012,9075,91,139428075,BS,SNR,"substantia nigra, pars reticulata, left",117277589,95,127,121,-4,-13,-37,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-4.44175375210227,-30.1085765880441,-17.7742430332981,-3.41934407767699,-31.7197506047957,-20.0435760905541,-3.97664518695112,-29.5863527748742,-22.0206474583018,0,0,0
H0351.1012,9022,91,139428139,BS,SubCn,"subcuneiform nucleus, left",113748129,96,126,127,-5,-19,-36,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5.63602558985184,-36.5469038099722,-16.8465345674943,-6,-38,-19,-4.75634255053977,-35.9983005285018,-21.0036018573849,0,1.0438266905083966,0
H0351.1012,4641,8,127687855,CX,DMH,"dorsomedial hypothalamic nucleus, left",113556744,100,111,98,-9,10,-21,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-9,-7,-2,-16,-5,0,-10,-8,-7,1.5848617705529042,3.361696007483045,2.3574518707748897
H0351.1012,4440,10,139379729,CX,LGd,"dorsal lateral geniculate nucleus, left",111263691,117,114,117,-26,-9,-24,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-24,-25,-5,-31,-24,-8,-25,-24,-9,2.6178105203890345,2.125675152826497,1.6190629116513011
H0351.1012,4288,10,139379898,CX,Pu,"putamen, left",113266299,129,111,117,-38,-9,-21,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-39,-24,0,-39,-24,0,-34,-28,-5,1.718900448871188,1.4883069371062625,3.625910045296758
H0351.1012,4281,10,139379882,CX,TCd,"tail of caudate nucleus, left",1406550,127,114,117,-36,-9,-24,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-36,-26,-7,-36,-26,-7,-34,-26,-7,2.4085121020254046,3.7581444505344335,0.698395106429491
H0351.1012,4257,10,139379850,CX,CA4,"CA4 field, left",112954868,121,118,117,-30,-9,-28,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-31,-25,-8,-31.2542833355959,-25.101060553396,-10.5754160894388,-29.7333076905839,-26.0196879776549,-12.2549777534359,1.0573136489986452,0,0
H0351.1012,4255,10,139379810,CX,CA2,"CA2 field, left",113044491,126,116,117,-35,-9,-26,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-36,-25,-8,-36,-26,-7,-34,-26,-10,1.0942511756391224,1.631617203880415,1.1460101682244919
H0351.1012,4440,10,139379780,CX,LGd,"dorsal lateral geniculate nucleus, left",111263692,116,114,117,-25,-9,-24,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-24,-25,-5,-25,-24,-7,-24,-25,-9,1.711783570640469,3.05538865167125,0.9704551344592162
H0351.1012,4257,10,139379764,CX,CA4,"CA4 field, left",113266083,120,118,117,-29,-9,-28,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-30,-27,-10,-30,-25,-12,-28.8236635360496,-25.9635303159699,-12.4100801042308,1.8468531100544998,1.3352435215464593,0
H0351.1012,9079,10,139379762,CX,PTec,pretectal region,113615317,103,104,117,-12,-9,-14,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-13.5175393844839,-24.7709188737016,5.03379539090157,-15.1384807521616,-24.3433005084388,2.57595602343394,-12.2225408305285,-24.3869826577815,1.46027723420705,0,0,0
H0351.1012,9004,10,139379880,CX,CGMB,"central gray substance of midbrain, left",111350082,100,105,117,-9,-9,-15,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-10.5317200043994,-24.843723677049798,4.11636543102759,-12.1438205729767,-24.4268132546585,1.30463439149369,-9.15774445500021,-24.3327092100784,0.223291328376972,0,0,0
H0351.1012,4437,10,139379848,CX,ILc,"caudal group of intralaminar nuclei, left",112613974,105,101,117,-14,-9,-11,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-15.7034938124717,-24.8386293120941,7.97895470515302,-16.7260681440806,-24.1291192311351,5.03926812669063,-14.4226266290064,-24.241091194831,5.03052204614914,0,0,0
H0351.1012,4417,10,139379792,CX,DTLv,"lateral group of nuclei, left, ventral division",112946261,112,99,117,-21,-9,-9,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-22.1838849723501,-24.6660364118711,10.0439605868642,-23,-25,8,-20.6414709722072,-24.4278284463666,7.21861488196931,0,0.7227085059429748,0
H0351.1012,4409,10,139379776,CX,DTLd,"lateral group of nuclei, left, dorsal division",111353032,108,99,117,-17,-9,-9,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-18.5116064912808,-24.766081733044,9.89281098483681,-19.391916600009,-24.1901885229197,6.55170858880457,-17.2219705941151,-24.2361742459578,7.23391080651055,0,0,0
H0351.1012,4400,10,139379760,CX,DTM,"medial group of nuclei, left",112954512,101,95,117,-10,-9,-5,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-11.7729453363708,-25.7515160879353,14.4648827123511,-13.5058671070563,-24.4386741052705,10.660192622296,-10.3646704737567,-24.3033598453418,13.4750430825537,0,0,0
H0351.1012,4288,10,139379725,CX,Pu,"putamen, left",113186801,122,102,118,-31,-10,-12,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-33,-26,8,-33,-26,7,-33,-26,7,1.0684505698974252,2.2954311303989887,4.822483507894853
H0351.1012,9004,10,139379896,CX,CGMB,"central gray substance of midbrain, left",113819219,99,105,117,-8,-9,-15,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-9.4620783568004,-24.9607289140553,4.12712882911665,-10.7987596696227,-24.3015198629159,0.998364529767947,-8.15347663242054,-24.290928175815,0.231489128430572,0,0,0
H0351.1012,4444,10,139379727,CX,MG,"medial geniculate complex, left",113819220,110,111,117,-19,-9,-21,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-19.5153602272436,-25.1736680009428,-1.76389145201404,-22,-24,-4,-18.9565255840921,-24.936475709925,-5.9802465011509,0,0.7153707976317842,0
H0351.1012,9074,9,139379908,CX,SNC,"substantia nigra, pars compacta, left",111937781,104,119,109,-13,-1,-29,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-13.7928990196409,-17.6604027443241,-10.229071174709,-15,-17,-9,-11,-17,-15,0,0.846723246205095,3.376537084999585
H0351.1012,9054,9,139379774,CX,RN,"red nucleus, left",111937779,98,118,109,-7,-1,-28,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.90715300502807,-17.8532979220076,-9.31365357565618,-8.38385289768047,-17.7803444540493,-8.60783340519366,-7.59675899299919,-16.5481492754075,-13.8652621231297,0,0,0
