subject,structure_id,slab_num,well_id,slab_type,structure_acronym,structure_name,polygon_id,original_mri_voxel_x,original_mri_voxel_z,original_mri_voxel_y,original_mri_world_x,original_mri_world_y,original_mri_world_z,template,gm_mask,gm_mask_file,remapped,original_mni_sym09c_x,original_mni_sym09c_y,original_mni_sym09c_z,alleninf_mni_sym09c_x,alleninf_mni_sym09c_y,alleninf_mni_sym09c_z,cic_mni_sym09c_x,cic_mni_sym09c_y,cic_mni_sym09c_z,gm_remapping_distance_original,gm_remapping_distance_alleninf,gm_remapping_distance_cic
H0351.1016,4060,3,157772854,CX,LOrG,"lateral orbital gyrus, left",155779803,125,120,48,-35,43,-11,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-36.9657528392478,43.747915855242,-10.8004515142219,-37.0576780938724,40.3131164713332,-11.5882347331699,-35.6851725934646,39.1113506225354,-11.7101039225952,0,0,0
H0351.1016,4031,2,157772898,CX,MFG-i,"middle frontal gyrus, left, inferior bank of gyrus",155776342,125,89,35,-35,56,20,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-36.1719562861798,56.6113445606811,20.3273391935136,-36,54,19,-33.5544002668372,55.332433413764,16.1655414000141,0,1.5069147343903333,0
H0351.1016,4030,2,157772882,CX,MFG-s,"middle frontal gyrus, left, superior bank of gyrus",155776335,121,79,35,-31,56,30,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-29,57,29,-29.0376220837631,53.2159585183732,28.5060261380224,-31.0403584841483,54.4510392288417,25.184818717796,2.8240495338164817,0,0
H0351.1016,4024,2,157772866,CX,SFG-l,"superior frontal gyrus, left, lateral bank of gyrus",155776332,118,71,35,-28,56,38,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-27,55,37,-25.7009493927722,53.6653627671778,37.4436495348439,-27.1028259393728,54.5294629218899,32.5221394890027,3.4474473140828334,0,0
H0351.1016,4898,2,157772978,CX,SRoG,"superior rostral gyrus, left",155735101,95,106,37,-5,54,3,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6.14450432594407,53.4530709514569,2.79680378040142,-7.45596802624302,51.2105274459327,2.48516268975649,-4.07800690666033,53.2689649063381,-0.985072849401234,0,0,0
H0351.1016,4048,2,157772930,CX,GRe,"gyrus rectus, left",155735103,98,128,36,-8,55,-19,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-8,55,-22,-6,54,-23,-6.0535381637581,51.206594359158,-22.3142214674255,1.245935955500818,0.8049560951056746,0
H0351.1016,4054,2,157773010,CX,AOrG,"anterior orbital gyrus, left",155701387,115,123,36,-25,55,-14,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-24.8026512161898,55.6193918251618,-15.5781045887268,-25.2504098144694,51.7717715790665,-16.3107646780481,-25.3104464969218,50.7683197986568,-15.3972089476826,0,0,0
H0351.1016,4158,8,159226125,CX,FuG-its,"fusiform gyrus, left, bank of the its",156685751,131,140,107,-41,-16,-31,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-42.4465078771611,-15.4272872599639,-32.8198801153645,-42.7551861444801,-18.0110333048759,-30.9570502551714,-42.3713747944733,-18.6360659255683,-27.9104622277786,0,0,0
H0351.1016,4295,6,159226123,CX,GPe,"globus pallidus, external segment, left",158405366,110,107,86,-20,5,2,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-19.3426154672469,5.43042826344202,2.86544859937187,-18.8902977982762,0.62502527108362,2.82493439545846,-19.1708834698149,2.16414811909848,1.26060472847857,0,0,0
H0351.1016,4703,64,158402954,CB,Ve-V,V,156421287,93,107,155,-3,-64,2,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-2.68036807066556,-65.2976876623069,1.86968014936652,-1.32136605984622,-59.9399047104546,-3.78474492425947,0.957501840328517,-61.7563313068854,-0.780749061601921,0,0,0
H0351.1016,4150,10,158158267,CX,ITG-l,"inferior temporal gyrus, left, lateral bank of gyrus",156952408,161,120,133,-71,-42,-11,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-70,-41,-11,-69.7274220291987,-42.9938722565479,-9.84019669770012,-67.1965409406781,-43.5427599358578,-8.79763479096376,1.4315935004578764,0,0
H0351.1016,4224,8,158158307,CX,CgGf-i,"cingulate gyrus, frontal part, left, inferior bank of gyrus",156684807,94,81,107,-4,-16,28,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-4.75123519325144,-16.3548069644398,28.5351474641775,-2.46180661928861,-18.3575116188954,29.2954370594949,-2.05466710251295,-17.0867489252523,29.4314637500137,0,0,0
H0351.1016,4069,4,157773002,CX,PaOG,"parolfactory gyri, left",155850203,93,135,64,-3,27,-26,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1.93203215447856,28.2862948713334,-27.2164560732223,-1.9357321600583,23.9462663127826,-25.8241962095303,-1.90576630151556,22.18992687666,-25.5446374150819,0,0,0
H0351.1016,4903,4,157772906,CX,TP-s,"temporal pole, left, superior aspect",155844582,134,132,63,-44,28,-23,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-44,30,-20,-43.195394384973,22.4234669973998,-23.6152288764975,-44.1641629952709,20.3688526301447,-23.5004720573608,4.085070235867371,0,0
H0351.1016,9456,91,160535223,BS,MBRa,"midbrain raphe nuclei, left",158829256,91,134,130,-1,-39,-25,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-1,-37,-25,0,-36,-23,-1,-37,-25,2.1592274806083926,1.211345840030011,2.1174115450393476
H0351.1016,13008,6,160091518,CX,LHT,"lateral hypothalamic area, tuberal region, left",158405289,102,115,86,-12,5,-6,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-12,5,-5,-13,3,-6,-12,4,-5,1.3931787918433924,0.7906629296802923,1.6844321442138057
H0351.1016,4573,6,160091612,CX,PVH,"paraventricular nucleus of the hypothalamus, left",158405195,95,108,86,-5,5,1,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3,6,0,-4,3,0,-4,5,-1,1.6961907338891722,1.5485449846654589,1.0094235318531835
H0351.1016,4395,7,160091664,CX,DTA,"anterior group of nuclei, left",146480691,98,97,94,-8,-3,12,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-8,-2,12,-8.02402331350218,-4.03849307853094,14.4886941336025,-7,-3,13,1.0517007778716942,0,0.884132239328111
H0351.1016,4648,7,160091536,CX,PeF,"perifornical nucleus, left",158444318,96,120,94,-6,-3,-11,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5.81876754858419,-2.61965619487767,-10.9809589187698,-7.0395673405495,-3.61260078590767,-11.0034376753958,-5.57727247429372,-3.13562002271059,-10.967103656086,0,0,0
H0351.1016,4295,8,159439025,CX,GPe,"globus pallidus, external segment, left",147808390,119,110,107,-29,-16,-1,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-28.7044015684902,-14.7579671823599,-0.481038625184224,-29,-19,1,-28.6661485554296,-18.4065668062948,0.424976111368992,0,1.3030990295382618,0
H0351.1016,4417,9,160091975,CX,DTLv,"lateral group of nuclei, left, ventral division",156903026,112,102,117,-22,-26,7,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-21.9625690533242,-24.6715250461645,7.12495793384605,-21.2843190809004,-26.849105040398,7.65045108564666,-21.4827470186888,-27.2567636259018,7.83294153520319,0,0,0
H0351.1016,4709,64,158402968,CB,Ve-VIIIA,VIIIA,156416123,93,146,181,-3,-90,-37,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-5,-89,-37,-4.31567476892121,-85.1965588215918,-38.5497598876207,-6.12841038840807,-86.2956227574741,-37.7420936079948,3.218434980008846,0,0
H0351.1016,4708,64,158402856,CB,Ve-VIIB,VIIB,156416318,93,136,170,-3,-79,-27,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3,-79,-27,-4.23518244973546,-74.5531350283361,-31.3113452959682,-4.7633382486107,-74.7984734376826,-32.1125355931036,1.2867300657967213,0,0
H0351.1016,4707,64,158403030,CB,Ve-VIIAt,VIIAt,156416417,93,141,188,-3,-97,-32,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-6,-91,-32,-5,-90,-35,-5,-90,-34,7.684352901793099,0.8598750127169976,0.8738136291582537
H0351.1016,4706,64,158403014,CB,Ve-VIIAf,VIIAf,156416592,93,130,173,-3,-82,-21,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3,-80,-21,-5.59308749358085,-74.535323071355,-27.8327411937287,-5.19699183950727,-76.7591686579625,-29.4800148296849,2.9459499145320898,0,0
H0351.1016,4705,64,158402998,CB,Ve-VI,VI,156416901,93,116,177,-3,-86,-7,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-3.22460316832292,-87.1925200581228,-7.31832440365257,-5.15849019663113,-76.5058881319483,-19.9425226653899,-5.24024600939042,-81.4671424963082,-18.4457124711427,0,0,0
H0351.1016,4719,63,158402884,CB,PV-IV,"IV, left, paravermis",156427266,103,121,135,-13,-44,-12,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-12.8223755158558,-43.5369228727747,-11.9877921605248,-10.6671433503566,-42.9777129614909,-11.0252369007327,-12.0700813838957,-43.7012638713173,-12.5217293585015,0,0,0
H0351.1016,4724,63,158402854,CB,PV-Crus II,"Crus II, left, paravermis",156428428,103,143,187,-13,-96,-34,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-12,-93,-33,-13.0141480937598,-92.4756294934582,-33.585524514723,-13,-92,-36,3.791727389004064,0,1.0814171399369175
H0351.1016,4723,63,158403028,CB,PV-Crus I,"Crus I, left, paravermis",156428338,103,125,186,-13,-95,-16,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-14.4913779910002,-95.9313964367834,-13.8570791899601,-14.555512917781,-88.0195259455038,-22.4513998330077,-12.2286780685282,-88.2412085270578,-24.4780541091438,0,0,0
H0351.1016,4728,63,158402982,CB,PV-IX,"IX, left, paravermis",156511928,103,171,146,-13,-55,-62,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-11.6020572529609,-55.9876367803336,-65.1054652851393,-11.6349831568689,-56.2258023180291,-64.7194518188496,-12.7464034605466,-55.9350598924425,-63.9888333043476,0,0,0
H0351.1016,4726,63,158402886,CB,PV-VIIIA,"VIIIA, left, paravermis",156512630,103,166,161,-13,-70,-57,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-12,-71,-57,-12.3140939630026,-69.6809468354321,-55.2490706849053,-14.4574340151304,-69.9257629589324,-54.6134581471599,1.0409943998314948,0,0
H0351.1016,4734,62,158402992,CB,He-III,"III, left, lateral hemisphere",156515495,119,137,125,-29,-34,-28,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-28,-33,-29,-27,-32,-29,-30,-34,-27,0.5901045693291267,1.3947425340880146,0.9451307788909304
H0351.1016,4743,62,158402960,CB,He-VIIIB,"VIIIB, left, lateral hemisphere",156515260,119,164,135,-29,-44,-55,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-29,-45,-57,-29,-42,-55,-28,-42,-55,0.5722425177613525,2.741749119106777,1.5434618045370367
H0351.1016,4734,62,158402928,CB,He-III,"III, left, lateral hemisphere",156515494,119,137,124,-29,-33,-28,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-28,-33,-29,-27,-32,-29,-29.1635918613071,-32.7949538498156,-26.7250485848101,0.9153147613787873,1.4956768218067946,0
H0351.1016,4741,62,158402898,CB,He-VIIB,"VIIB, left, lateral hemisphere",156518351,119,162,169,-29,-78,-53,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-27.8948989171378,-79.7251539484244,-53.4612834963995,-28.9391575081569,-80.4274126476242,-51.5370633415899,-29.3435297909565,-78.9792080485375,-52.2310128839664,0,0,0
H0351.1016,4736,62,158403026,CB,He-V,"V, left, lateral hemisphere",156517737,119,134,145,-29,-54,-25,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-30.434894726013,-54.8171630800773,-24.594919372255,-27.2323071748319,-50.4465806238993,-23.308959626636,-28.1730358666709,-52.2342920301804,-23.9122864289811,0,0,0
H0351.1016,4742,61,158402974,CB,He-VIIIA,"VIIIA, left, lateral hemisphere",156555701,128,170,151,-38,-60,-61,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-38,-60,-61,-38.0287512937381,-60.178812728103,-61.1173604476113,-38,-61,-61,1.087554305204858,0,0.8453989099570673
H0351.1016,4741,61,158402912,CB,He-VIIB,"VIIB, left, lateral hemisphere",156560937,128,170,153,-38,-62,-61,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-38,-62,-61,-37.7412065799513,-62.150732998042,-60.5886704859534,-39,-63,-60,1.0591024464877266,0,1.5048731311333798
H0351.1016,4740,61,158402896,CB,He-Crus II,"Crus II, left, lateral hemisphere",156560177,128,160,170,-38,-79,-51,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-38,-78,-51,-38,-80,-48,-38,-79,-49,1.9028886323108558,0.893275203556772,1.862356266953129
H0351.1016,4214,13,158158353,CX,SOG-s,"superior occipital gyrus, left, superior bank of gyrus",157065000,133,93,167,-43,-76,16,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-43.2585956095278,-76.6877814819619,11.8018468392069,-39.053139713293,-76.1421652040308,12.804678112322,-34,-76,20,0,0,1.4223785368681874
H0351.1016,4113,13,158158321,CX,AnG-s,"angular gyrus, left, superior bank of gyrus",157064998,127,80,168,-37,-77,29,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-39,-76,29,-32.3120416083439,-78.5523289348096,27.2005548460549,-30.0521116215809,-78.0742196871039,29.8387246571037,1.0720041418494077,0,0
H0351.1016,4207,13,158402910,CX,IOG-s,"inferior occipital gyrus, left, superior bank of gyrus",157026187,145,95,166,-55,-75,14,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-54.8184741082188,-75.8991165916163,11.829177802158,-51.1080112258317,-76.8652895438047,13.1531558712807,-48.1787516968755,-75.6082564887071,17.2472662718535,0,0,0
H0351.1016,4099,12,158158239,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",157020733,116,64,155,-26,-64,45,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-24.2979416084408,-65.6983594782057,46.3777647240528,-21.8519299165912,-66.1605892064599,44.7579075479586,-22,-63,48,0,0,1.006144041215564
H0351.1016,4098,11,158158299,CX,SPL-s,"superior parietal lobule, left, superior bank of gyrus",157001438,110,34,146,-20,-55,75,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-20,-54,76,-20,-54,76,-19.1500883563499,-51.6907141087332,76.1144222924885,1.711981874724767,1.053721789408965,0
H0351.1016,4121,12,158158287,CX,Pcu-i,"precuneus, left, inferior lateral bank of gyrus",157019434,107,93,155,-17,-64,16,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-18.1771389019136,-62.996015588665,16.5909077798557,-15.988784920589,-57.8812221288157,15.0723777965882,-13.2363578744227,-61.942474876476,18.1359584107811,0,0,0
H0351.1016,4207,12,158158383,CX,IOG-s,"inferior occipital gyrus, left, superior bank of gyrus",157016701,153,97,155,-63,-64,12,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-63,-64,10,-60,-67,11,-57.0660748286696,-66.1089343763992,14.7786548194792,1.0793654463662317,0.6964325051735184,0
H0351.1016,4201,12,158158399,CX,OTG-i,"occipito-temporal gyrus, left, inferior bank of gyrus",157021061,132,131,155,-42,-64,-22,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-43,-65,-23,-40.6908817501394,-60.9340034024164,-18.869651257737,-40.7998130619162,-63.7995401596426,-16.4342926583338,1.2427953662553592,0,0
H0351.1016,4193,11,158158253,CX,LiG-pest,"lingual gyrus, left, peristriate",156994265,114,112,146,-24,-55,-3,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-24.160293208719,-54.5774266807996,-2.95080936064967,-20.9952927947471,-52.7156777568054,-1.56870964415779,-21.024806698275,-54.5165587796611,-0.434125883191406,0,0,0
H0351.1016,4231,11,158158237,CX,CgGp-i,"cingulate gyrus, parietal part, left, inferior bank of gyrus",156994263,98,105,146,-8,-55,4,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-8,-54,5,-8,-51,3,-5,-54,6,0.7817921692891493,0.8258228495051657,1.292764175859832
H0351.1016,4193,11,158158395,CX,LiG-pest,"lingual gyrus, left, peristriate",156994264,116,111,146,-26,-55,-2,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-26,-54,-4,-22.6017953490236,-52.8303120012092,-0.747039611616595,-22.6918844453407,-54.8127876482991,0.642055919450783,1.925372060728239,0,0
H0351.1016,4114,11,158158269,CX,AnG-i,"angular gyrus, left, inferior bank of gyrus",156991108,153,71,146,-63,-55,38,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-63,-55,38,-59.0987789706909,-58.7224965655321,39.2649697601602,-58.3236991341972,-57.628196761132,37.3402074849005,1.4362077125715302,0,0
H0351.1016,4151,11,158158317,CX,ITG-mts,"inferior temporal gyrus, left, bank of mts",156997521,146,115,145,-56,-54,-6,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-55.7106651269279,-53.0840634354587,-7.5004338688472,-52.7151452949041,-56.2331950401035,-3.27761923108984,-51.9356415527955,-54.7300868655109,-1.00981324754006,0,0,0
H0351.1016,4149,11,158158333,CX,ITG-its,"inferior temporal gyrus, left, bank of the its",156991061,140,132,145,-50,-54,-23,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-51.2856004196196,-54.8686117085765,-23.4673829929744,-49.9103658479496,-52.8163451229991,-20.9361993083635,-48.3210575363868,-54.1378512174474,-19.010975672823,0,0,0
H0351.1016,4230,10,158158281,CX,CgGp-s,"cingulate gyrus, parietal part, left, superior bank of gyrus",156954787,97,61,133,-7,-42,48,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-7.29914423055613,-42.7204334128138,49.6140771310793,-7.55282441021556,-40.9868195911953,48.7816092069566,-6.0820258979539,-40.7198910577322,49.3288004757836,0,0,0
H0351.1016,4099,10,158158313,CX,SPL-i,"superior parietal lobule, left, inferior bank of gyrus",156952016,138,49,133,-48,-42,60,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-49,-40,59,-47,-37,61,-48.6688288321931,-43.068943975737,57.3981113646991,2.4862277971959985,2.439951389121321,0
H0351.1016,4087,9,158158373,CX,PoG-cs,"postcentral gyrus, left, bank of the central sulcus",156942098,117,51,117,-27,-26,58,sym09c,AHRA,data/outputs/transformed_atlases/human_reference_atlas_annotation_full_on_sym09c_gm_mask.mnc,TRUE,-28,-25,60,-28.8742134447013,-24.1830120960466,56.5201816499042,-29.0897609146294,-25.1139785688052,55.8038152089723,0.6045658376048635,0,0
